468b84d1-9c90-4ca2-ae14-05d84d575c7d,Ali Faik Ozansoy,,,,
3741ea96-1ea3-44f3-8667-8e7b871ed45a,Hampartzum Limonciyan,"Armenia, Turkey",,,
92f1d15f-ccf8-4625-8810-83d0abca50a9,Zahide Hanım,,,,
63b8b4c7-2a0c-49d2-ab88-428268dc8355,Recaizade Mahmut Ekrem,,1-3-1847,İstanbul,3
2a7896e6-554d-4f18-a5fa-2a0798f102a9,Siyahi Mehmet,,,,
23082065-b1b8-4e97-9298-35dc165a4a36,Hülya Kocabalkan,,,,
62f17594-8339-4119-9b13-e332f50daaa9,Nursen Bayrak,,,,4
6fa6cab0-1197-4d00-b451-275fc6b4caf5,Müzeyyen Senar,,,,
5248e9c5-0cc6-4d45-b6fe-e14fd06a5d9d,Hilal Çelebi,,,,
e43caa25-7e11-46f0-ad03-2db48d2fc4d2,Samipaşazade Sezai,,,,
03ee7b0d-3818-4236-9cfb-14810f310a9e,Şeyh Said Dede,,,,
37a48287-cb54-4f5d-bed4-05063acc8620,Abdülhalim Ağa,,1709,,1
86299acc-2dd4-49d2-b20e-d1707c699d62,Kudsi Ergüner,,,,
57195f2e-4e54-4d79-8aed-13ff990159f8,Mücella Payaslı,,,,
635e2a34-a566-47c4-b61d-fa5d203856aa,Sezen Aksu,,,,4
ea65d7e9-134d-44dc-9dfa-c165e885c6ea,Tuğrul Şan,,,,
b5b62276-f52c-47bc-a86d-76dd39ac7f52,Burcu Karadağ,,,,
1f095cfa-11ec-4b92-8f09-844c585bf7c5,Halil Serin,,,,
4f0848c6-0867-458c-a02d-7d4352643f7d,Baki Duyarlar,,1935,Uzmur,4
229e02e8-845e-4cc6-8b48-2cfdb01d3f85,Haham Şemoil Mendil,"Israel, Turkey",,,
3b46ca02-9fa9-42fb-9101-6ebddde9513d,Sultan VI. Mehmed,,,,
000fa1d5-3e1d-4815-b64b-aa7e1c37973e,Nazlı Kanaat,,,,
78726252-3ef1-42dc-9463-a3cc477b027c,Reyyan Kurbani,,,,
1a419b79-ecfd-4253-a9cb-2b09a9be5418,Orhan Veli Kanık,,1914,,4
40d9fa4b-d44c-47e9-91a9-431aeea3d275,Hüseyin Coşkuner,,1910,Çorum,4
54129850-5083-426f-9912-5e59fcc566fb,Şükrü Tunar,,1907,,4
b1713313-a81c-4d15-ad67-e61c61b82c6f,Tamer Ötken,,,,
1fee0e91-31ac-4f09-b531-4bd550bd133c,Udi Yorgo Bacanos,"Greece, Greece",21-9-1900,İstanbul,3
05c2aa7d-e813-44c5-a915-28b3deca8cf1,Nadir Duyguluses,,,,
156ade52-15e5-4d30-9a00-c60bbe2e7f36,Şerbetçi İbrahim Ağa,,,,
ea116fee-ff69-4931-b667-0f1b44bcdff6,Kutbi Dede,,1862,,3
bcc314e1-3322-4579-96d3-bee9e060708d,Serkis Nurluyan (Gololoğlu Serkis),"Armenia, Turkey",,,
0cfedf6c-360d-4325-9907-db735faac4f2,Hakki,,,,
d065c3b0-965d-4010-93a2-d2d45977fa58,Medih Egemen,,,,
f4782cc2-8c3d-4c21-a625-b29049781ae9,Ahmet Cengizoğlu,,,,
d98532b4-a259-4d55-b404-48a19eb6764a,Hayri Yenigün,,1893,"Kumkapı, İstanbul",3
b521c928-5ef5-4463-acef-919a174e43c3,Mithat Ömer Karakoyun,,,,
6b87e189-fd4c-440c-996b-70617fff97a6,Bahadır Şenel,,,,
5ea608eb-36e0-45b7-ab62-03557400c4cc,Cengizhan Altuntaş,,,,
73ff78e8-de82-4622-a66c-ffd80afb1e5c,Bahadır Özüşen,,,,
